StudentID,Name,Gender,Class,Section,ExamTerm,Math,Science,English,History,Computer,Total,Average,Grade
S0028,Jessica Mckay,Female,10B,,Term 2,73.0,75.0,91.0,59.0,40.0,338.0,67.6,B
S0498,Christopher Schwartz,Male,10A,,Term 2,75.0,100.0,76.0,48.0,99.0,398.0,79.6,B+
S0345,Sarah Day,Female,10A,,Term 2,81.0,8.0,19.0,29.0,100.0,237.0,47.4,D
S0355,Haley Shea,Female,10A,,Term 2,70.0,24.0,45.0,10.0,100.0,249.0,49.8,D
S0483,James Hernandez,Other,10B,,Term 2,52.0,56.0,6.0,4.0,79.0,197.0,39.4,E
S0210,Reginald Reed,Male,10C,,Term 2,12.0,50.40376569037657,59.0,98.0,27.0,246.40376569037656,49.28075313807531,D
S0493,Jacob Gallagher,Female,10A,,Term 2,34.0,1.0,51.0,46.0,63.0,195.0,39.0,E
S0207,Timothy Morales,Female,10A,,Term 2,93.0,39.0,51.0,86.0,56.0,325.0,65.0,B
S0375,Brian Mendez,Other,10C,,Term 2,56.0,17.0,1.0,25.0,4.0,103.0,20.6,F
S0403,Patricia Ramirez,Male,10A,,Term 2,50.90191897654584,95.0,96.0,27.0,63.0,331.90191897654586,66.38038379530917,B
S0409,Erin Kelly,Other,10A,,Term 2,25.0,0.0,10.0,35.0,20.0,90.0,18.0,F
S0492,Julie Armstrong,Male,10A,,Term 2,96.0,50.0,23.0,90.0,63.0,322.0,64.4,B
S0294,Brent Mclaughlin,Female,10C,,Term 2,75.0,8.0,34.0,97.0,40.0,254.0,50.8,C
S0246,Luis Young,Other,10C,,Term 2,50.0,44.0,68.0,73.0,70.0,305.0,61.0,B
S0420,Mary Warren,Male,10A,,Term 2,90.0,86.0,20.0,25.0,87.0,308.0,61.6,B
S0020,Robin Lewis,Female,10A,,Term 2,32.0,9.0,51.0,57.0,3.0,152.0,30.4,E
S0347,Mark Lopez,Female,10C,,Term 2,50.90191897654584,10.0,52.0,74.0,50.503184713375795,237.40510368992165,47.48102073798433,D
